course_num,venue_name,architect_school,course_style,rough_severity,notes,n_rounds,sufficient_sample,weight_ott,weight_app,weight_arg,weight_putt,weight_source,lat,lon
746,CC of Jackson,Modern,tree-lined,medium,NA,5010,TRUE,0.20768810850392863,0.23399324097611351,0.2551354481687652,0.3031832023511925,empirical,42.1847523,-84.4470647
752,Sedgefield CC,Ross,parkland,medium,NA,7347,TRUE,0.2960495882663799,0.22262412304888357,0.20258234887181603,0.27874393981292056,empirical,36.0130646,-79.8873397
762,Liberty National GC,Modern,parkland,low,NA,390,TRUE,0.28066471211470423,0.26663816688394176,0.2435880666923444,0.20910905430900964,empirical,40.6940702,-74.0740923
763,PGA West (Nicklaus),Nicklaus,desert,low,NA,NA,NA,0.26564755211389196,0.24955787862998968,0.2314587796801652,0.25333578957595315,style_only (n=6),33.6355791,-116.2716098
765,Port Royal Golf Course,Modern,coastal,low,NA,NA,NA,0.23637857763066725,0.24027105504486956,0.2277373368215992,0.2956130305028639,style_x_school (n=3),32.2175948,-80.6756243
766,Sheshan International GC,Modern,parkland,medium,NA,NA,NA,0.2536562569282284,0.2540476405294401,0.2393820442182665,0.252914058,style_x_school (n=43),31.0858,121.2422
769,Monterey Peninsula CC,Links,coastal,medium,NA,NA,NA,0.17502588548552062,0.27783858835765385,0.3015289309202255,0.245606595,style_x_school (n=3),36.6013,-121.9488073
770,TPC San Antonio (Oaks Course),Modern,parkland,medium,NA,6658,TRUE,0.2464231584734237,0.23883430372482456,0.2850128070163017,0.22972973078545003,empirical,29.657282,-98.3950499
771,The Old White TPC,Tillinghast,parkland,medium,NA,4157,TRUE,0.3013038737948563,0.21787516839210092,0.21766234293938763,0.2631586148736551,empirical,37.7893685,-80.3167097
772,St. George's G&CC,Modern,parkland,medium,NA,909,TRUE,0.2632584234529142,0.2457646854756175,0.24313458085967676,0.2478423102117915,empirical,43.6746438,-79.5328871
773,Aronimink GC,Ross,parkland,high,NA,1041,TRUE,0.20865864126143227,0.21106397003551688,0.24397842576321063,0.33629896293984024,empirical,40.0080721,-75.411273
775,CordeValle GC,Modern,resort,low,NA,1637,TRUE,0.2692902335531839,0.245690136,0.1908190356417698,0.29420059484523636,empirical,37.0672773,-121.6330118
776,Sea Island Resort (Seaside),Modern,coastal,low,NA,5382,TRUE,0.32113526127193204,0.21807529109627916,0.1850565394955029,0.2757329081362858,empirical,15.6794153,39.9544788
778,Royal St. George's GC,Links,links,high,NA,NA,NA,0.32012200286535436,0.20772731757215265,0.24572068870171457,0.22642999086077845,style_x_school (n=5),51.2737407,1.3668813
780,Atlanta Athletic Club,Modern,parkland,high,NA,NA,NA,0.2536562569282284,0.2540476405294401,0.2393820442182665,0.252914058,style_x_school (n=43),34.001969,-84.1913362
781,Plainfield CC,Modern,parkland,medium,NA,696,TRUE,0.2516789827680332,0.25443143108179833,0.2219913760127923,0.2718982101373762,empirical,40.5934881,-74.3847745
789,Conway Farms GC,Modern,parkland,medium,NA,832,TRUE,0.2217573296629771,0.27008319780228673,0.2565134425962224,0.25164602993851365,empirical,42.2299186,-87.891682
800,TPC Kuala Lumpur,Modern,resort,medium,NA,NA,NA,0.279647874,0.23847171869132325,0.24046580323987057,0.2414146042622692,style_x_school (n=9),3.1400193,101.6397257
818,Chambers Bay GC,RTJ,links,penal,NA,NA,NA,0.29885927304400506,0.21055779044857792,0.2649894310775868,0.2255935054298302,style_only (n=6),47.2004,-122.5706
819,RTJ Trail (Grand National),RTJ,parkland,medium,NA,1251,TRUE,0.1951114244234675,0.32762984661734385,0.21428879802792417,0.2629699309312646,empirical,32.6803815,-85.4223927
822,TPC Four Seasons Resort,Modern,resort,low,NA,NA,NA,0.279647874,0.23847171869132325,0.24046580323987057,0.2414146042622692,style_x_school (n=9),32.8631,-96.9585
823,Keene Trace Golf Club,Modern,parkland,medium,NA,402,TRUE,0.2187106625635248,0.3163590380122351,0.180320367,0.2846099323551461,empirical,37.9611511,-84.6033955
872,Quail Hollow Club,Fazio,parkland,high,NA,2107,TRUE,0.27014361830372313,0.22557960145317787,0.27113048550983077,0.2331462947332684,empirical,35.114081,-80.841676
873,Ridgewood CC,Tillinghast,parkland,high,NA,397,TRUE,0.1853873466575443,0.2623190792303188,0.26327594279030486,0.289017631,empirical,31.5338771,-97.2201401
874,Hamilton Golf & Country Club,Modern,parkland,medium,NA,902,TRUE,0.26140271064246706,0.2102066228967261,0.23860706695652237,0.28978359950428445,empirical,43.2164956,-79.9738767
875,Accordia Golf Narashino Country Club,Modern,parkland,medium,NA,309,TRUE,0.2600993,0.25856804003015926,0.20528006792750575,0.27605259218619504,empirical,35.7972,140.1503
876,Detroit Golf Club,Ross,parkland,medium,NA,3246,TRUE,0.20671284295511955,0.26900212955679786,0.22422764787910532,0.3000573796089772,empirical,42.4247524,-83.1272865
878,Shadow Creek Golf Course,Nicklaus,resort,medium,NA,311,TRUE,0.2620591728099271,0.22728050798619429,0.30455225909053785,0.20610806011334093,empirical,36.2579843,-115.1061266
880,Bethpage Black,Tillinghast,parkland,penal,NA,475,TRUE,0.286673405,0.26737709393550263,0.20262129601131365,0.24332820486615775,empirical,40.7486553,-73.4457528
882,Caves Valley Golf Club,Modern,parkland,medium,NA,471,TRUE,0.16181991560218406,0.28422692280017336,0.24163199883764633,0.3123211627599964,empirical,39.4464308,-76.7385259
883,TPC Twin Cities,Modern,parkland,medium,NA,3197,TRUE,0.2962273901192697,0.2872204152040483,0.18323406920695684,0.23331812546972516,empirical,45.1733222,-93.211862
884,Keene Trace Golf Club,Modern,parkland,medium,NA,2182,TRUE,0.3001214096107036,0.2619481617003667,0.21228668267496148,0.2256437460139683,empirical,37.9611511,-84.6033955
885,Royal Portrush Golf Club,Links,links,high,NA,452,TRUE,0.3383496818703134,0.21652885602067795,0.2335036279796814,0.2116178341293272,empirical,55.1996631,-6.6354131
886,Liberty National Golf Club,Modern,parkland,low,NA,802,TRUE,0.3233378761744854,0.2329217472161156,0.2210838325930584,0.22265654401634064,empirical,40.6940702,-74.0740923
887,Kasumigaseki Country Club,Modern,parkland,medium,NA,240,TRUE,0.23047071282183404,0.2918149685039783,0.21914985512431012,0.2585644635498775,empirical,35.8989213,139.4045145
889,Sea Island Golf Club (Plantation Course),Modern,coastal,low,NA,NA,NA,0.23637857763066725,0.24027105504486956,0.2277373368215992,0.2956130305028639,style_x_school (n=3),32.1279012,-80.7899485
890,Tahoe Mt. Club (Old Greenwood),Modern,resort,low,NA,NA,NA,0.279647874,0.23847171869132325,0.24046580323987057,0.2414146042622692,style_x_school (n=9),26.1881628,-98.3518279
891,Winged Foot GC,Tillinghast,parkland,penal,NA,409,TRUE,0.12488429939657616,0.2559770178516392,0.32357254821771514,0.2955661345340695,empirical,40.9615503,-73.7536123
893,Muirfield Village Golf Club,Nicklaus,parkland,medium,NA,442,TRUE,0.22853995432719604,0.31359316192335734,0.23007149698162316,0.22779538676782352,empirical,40.1442555,-83.1500922
894,TPC Craig Ranch,Modern,parkland,medium,NA,934,TRUE,0.23919591541721089,0.2627101833248747,0.22004525053799107,0.27804865071992346,empirical,33.1405369,-96.7218732
895,TPC Harding Park,Modern,parkland,medium,NA,469,TRUE,0.28188619964583644,0.2251862130258628,0.25232281389389627,0.24060477343440448,empirical,37.7216512,-122.489086
896,Olympia Fields CC (North),Tillinghast,parkland,high,NA,473,TRUE,0.2203100141144591,0.23352354974714076,0.2809240051465464,0.2652424309918537,empirical,41.5181015,-87.6879777
897,Memorial Park Golf Course,Modern,parkland,medium,NA,2082,TRUE,0.17076461104084203,0.24474232302073284,0.32316847009831257,0.2613245958401126,empirical,29.7712695,-95.4370656
898,The Concession Golf Club,Modern,parkland,medium,NA,285,TRUE,0.3467768242918892,0.18928642593411357,0.2731482241359568,0.19078852563804033,empirical,43.2677388,-80.0456702
899,The Summit Club,Modern,desert,low,NA,311,TRUE,0.23443702863707772,0.2613556448261359,0.22779558216012347,0.27641174437666294,empirical,36.1016667,-115.3458802
901,Wilmington Country Club,Dye,parkland,high,NA,270,TRUE,0.2053086220165921,0.27361478514327414,0.18127047412491257,0.3398061187152212,empirical,39.7954935,-75.5982699
902,Congaree Golf Club,Modern,parkland,high,NA,752,TRUE,0.29275556140923614,0.20884831376204424,0.27913702407961544,0.21925910074910407,empirical,32.5967404,-81.0065757
908,Oakdale Golf & Country Club,Modern,parkland,medium,NA,460,TRUE,0.28888188246075536,0.2073107611719054,0.24967669964690103,0.2541306567204381,empirical,37.7822708,-120.813756
